tweets,sentiment
12420,next week residents around longton will be able to access rapid result lateral flow covid19 tests at the following locations; wednesday 2 june 10am to 2pm at longton market friday 4 june 10am to 5pm at queens park longton band stand no need to book! just turn up!,Positive
1805,excellent work by sri lankan youtubers to celebrate vesak2021! this is the 3rd consecutive year people were not allowed to go out during the vesak day in the normal way. one due to 2019 easter bombing and the rest due to covid19,Positive
52156,yesterday's supremecourt order is at least the third instance wherein uttarpradesh government has challenged orders passed by the allahabad high court. covid19,Negative
23575,business leaders seize on the latest covid19 outbreak in victoria to urge australians to get vaccinated and say all governments must agree at what stage of the rollout borders will remain open and restrictions permanently lifted auspol,Positive
23576,"many millions more who survived being infected by covid19 will continue to suffer for years physically and psychologically from the virus the so called ""long convid"" syndrome. additionally virtually every person on this planet has been psychologically traumatized by this 2 of 4",Positive
22471,shiran fernando had returned two consecutive positive covid19 results earlier ahead of the first banvsl odi. total 3 members of the sri lankan squad had initially tested positive for covid 19 of which two returned a negative result right after.,Positive
1024,biggest bombshell was that sitting down with a scotch egg doesn't make you immune to covid19. i was so convinced government were telling the truth and following science,Negative
10536,how can government and business work together to help achieve a fairer society and levelup the uk? download the latest report and insight from our team gt; futureofgov levellingup inequality netzero covid19 gov,Positive
31942,top cancer centers call for action fo get hpv vaccination back on track prevention covid19,Positive
30058,2 4 some communities have been disproportionately affected by covid19. encore showed higher seroprevalence of sarscov2 in children living in montreal areas with lower household incomes and a larger proportion of racialized residents.,Positive
52500,let's wear masks in public whenever we might be feeling under the weather. i always thought that a very sensible and considerate gesture to make when i saw it being done in other parts of the world. covid19 covid19vaccination stayhomestaysafe masks maskupindia indianvariant,Positive
49761,covid 19 claims 65 lives infects 2 724 more covid19 pakistan,Positive
33027,"plz listen to video. whats going on in show's think about it amp;take action against goons who are abusing to hindus religion and holy book of""bhagwatgeeta hinduecosystem ind g g buddha superbloodmoon supermoon covid19",Positive
32153,125 helped to fully shield others should have been helped to protect themselves there were no perfect solutions. not shipping people with covid19 out into care homes massively better infection control in hospitals would have been a much better one.,Positive
12565,first covid fighting herbal supplement launched covid19 pharmanews herbal,Positive
39840,covid19 fine article what airborne vs droplet transmission really means amp; how science can wander off track into long term self replicating error.,Positive
40284,trump and gop were quick to credit china for containing covid19 all while trump's handling of the outbreaks in the us resulted in a massive pandemic that killed 500 000+ in a year. the point source origin is irrelevant to the death toll. trump's failures are highly relevant.,Positive
14087,"71 it's the fault of the moronic leaders in control. the contact tracers found 25 new cases. all are linked. victoria is already until strong social restrictions inc indoor masks. so why the mad panic into a lockdown if everything is ""under control""? covid19",Negative
24105,catching up on and am numbed by the sage rep speaking re uk response to covid19 ..he is clearly thrown by what has happened. and it looks another lockdown might be needed,Positive
19440,34 candidates killed ahead of mexico's june 6 legislative election taiwan accuses china of blocking covid19 vaccine deal belarus' lukashenko denounces eu sanctions a bite sized review of events from around the world!,Negative
17341,breaking taiwan reported 401 local covid19 cases and there are 266 backlogged cases. 671 cases in total. 13 deaths another new high.,Positive
40829,a right wing doctors group founded by a capitol insurrectionist is suing to block the emergency use authorization for the covid19 vaccine in 12 to 15 year olds.,Positive
16200,"victoria population 6.6 million covid19 tests for victoria 6.2 million over 140000 testes conducted since the 21st of april. to get 23 ""active cases"" which no less than 22 if those will pass them off as nothing more than a cold. that's why we're in a lockdown fuck you vicgov",Negative
50834,number of covid19 cases confirmed worldwide exceeds 167.8 mln,Positive
19717,then interview woodward about the covid19 interview and his books about trump. then cover the house of trump house of putin and trump v. united ststes. then add in the mueller report with a few lawyers. if that doesn't bring in another show or a few million don't know what will.,Negative
51199,when covid19 first swept the globe the covid19fund was created to support the led responseand raised 200m+ in just two months. our president and ceo cousens shares some of the key takeaways in her piece for,Positive
